Valor,m² construcción,Cuartos,Baños,Estacionamientos,Ubicación
"$49,000,000",850,4,4,4,"Cuajimalpa de Morelos, Ciudad de México"
"$20,000,000",526,4,4,4,"Miguel Hidalgo, Ciudad de México"
"$19,000,000",1000,5,6,6,"La Magdalena Contreras, Ciudad de México"
"$13,400,000",355,4,4,4,"Cuajimalpa de Morelos, Ciudad de México"
"$10,699,000",370,5,6,3,"La Magdalena Contreras, Ciudad de México"
"$32,000,000",504,3,3,5,"Miguel Hidalgo, Ciudad de México"
"$21,900,000",554,6,6,4,"Tlalpan, Ciudad de México"
"$21,000,000",450,3,3,2,"Miguel Hidalgo, Ciudad de México"
"$45,000,000",860,4,4,5,"Huixquilucan, Ciudad de México"
"$20,900,000",480,3,3,3,"Álvaro Obregón, Ciudad de México"
"$23,000,000",878,3,3,5,"Álvaro Obregón, Ciudad de México"
"$27,000,000",627,5,5,4,"Naucalpan de Juárez, Ciudad de México"
"$29,500,000",950,4,6,8,"Miguel Hidalgo, Ciudad de México"
"$23,000,000",500,3,4,3,"Huixquilucan, Ciudad de México"
"$24,000,000",610,4,4,6,"Huixquilucan, Ciudad de México"
"$45,500,000",918,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$38,500,000",790,4,4,4,"Tlalpan, Ciudad de México"
"$34,000,000",779,3,3,5,"Álvaro Obregón, Ciudad de México"
"$7,500,000",300,3,4,2,"Cuautitlán Izcalli, Ciudad de México"
"$21,500,000",466,3,3,5,"Tlalpan, Ciudad de México"
"$17,100,000",452,4,4,3,"Tlalpan, Ciudad de México"
"$23,500,000",343,3,3,4,"Álvaro Obregón, Ciudad de México"
"$27,499,999",800,4,4,3,"Benito Juárez, Ciudad de México"
"$25,000,000",665,4,5,6,"Álvaro Obregón, Ciudad de México"
"$30,000,000",724,4,4,4,"Miguel Hidalgo, Ciudad de México"
"$10,850,000",340,4,5,3,"Atizapán de Zaragoza, Ciudad de México"
"$7,350,000",334,3,4,5,"Xochimilco, Ciudad de México"
"$27,500,000",700,3,4,5,"Tláhuac, Ciudad de México"
"$17,000,000",448,4,2,6,"Álvaro Obregón, Ciudad de México"
"$27,000,000",827,3,5,6,"Tlalpan, Ciudad de México"
"$22,000,000",535,3,3,5,"Álvaro Obregón, Ciudad de México"
"$33,900,000",655,4,1,5,"Atizapán de Zaragoza, Ciudad de México"
"$32,900,000",485,3,4,4,"Miguel Hidalgo, Ciudad de México"
"$20,700,000",631,3,3,6,"La Magdalena Contreras, Ciudad de México"
"$12,898,150",325,5,5,2,"Benito Juárez, Ciudad de México"
"$32,500,000",553,4,3,6,"Coyoacán, Ciudad de México"
"$21,382,700",325,4,4,3,"Cuajimalpa de Morelos, Ciudad de México"
"$40,000,000",701,4,4,6,"Miguel Hidalgo, Ciudad de México"
"$34,900,000",510,4,4,4,"Miguel Hidalgo, Ciudad de México"
"$9,350,000",340,3,3,4,"La Magdalena Contreras, Ciudad de México"
"$13,990,000",560,4,5,4,"Atizapán de Zaragoza, Ciudad de México"
"$16,800,000",625,5,5,4,"Coyoacán, Ciudad de México"
"$24,150,000",687,3,2,3,"Benito Juárez, Ciudad de México"
"$10,500,000",350,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$37,500,000",788,3,3,6,"Miguel Hidalgo, Ciudad de México"
"$28,000,000",900,4,3,5,"Venustiano Carranza, Ciudad de México"
"$23,900,000",516,4,4,4,"Huixquilucan, Ciudad de México"
"$21,980,000",317,3,3,2,"Álvaro Obregón, Ciudad de México"
"$31,700,000",1014,4,7,9,"Atizapán de Zaragoza, Ciudad de México"
"$24,500,000",530,4,3,4,"Álvaro Obregón, Ciudad de México"
"$31,700,007",1014,4,6,9,"Atizapán de Zaragoza, Ciudad de México"
"$22,000,000",557,5,4,6,"La Magdalena Contreras, Ciudad de México"
"$12,285,000",351,4,4,3,"Álvaro Obregón, Ciudad de México"
"$21,800,000",450,4,5,3,"La Magdalena Contreras, Ciudad de México"
"$24,000,000",700,8,8,6,"Huixquilucan, Ciudad de México"
"$33,000,000",542,4,4,4,"Álvaro Obregón, Ciudad de México"
"$23,800,000",530,4,4,4,"Tlalpan, Ciudad de México"
"$8,900,000",350,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$39,900,000",675,4,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$9,000,000",312,3,5,3,"Atizapán de Zaragoza, Ciudad de México"
"$11,700,000",577,5,7,6,"Atizapán de Zaragoza, Ciudad de México"
"$24,500,000",730,4,4,5,"Miguel Hidalgo, Ciudad de México"
"$37,000,000",1067,3,3,6,"Miguel Hidalgo, Ciudad de México"
"$15,900,000",550,4,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$27,000,000",480,2,3,3,"Miguel Hidalgo, Ciudad de México"
"$23,000,000",600,3,5,3,"Atizapán de Zaragoza, Ciudad de México"
"$28,000,000",550,4,5,5,"Álvaro Obregón, Ciudad de México"
"$22,996,000",495,3,3,5,"Álvaro Obregón, Ciudad de México"
"$27,000,000",400,3,3,2,"Álvaro Obregón, Ciudad de México"
"$37,000,000",606,3,4,5,"Cuauhtémoc, Ciudad de México"
"$23,900,000",462,3,3,6,"Álvaro Obregón, Ciudad de México"
"$9,250,000",364,4,3,3,"La Magdalena Contreras, Ciudad de México"
"$38,000,000",610,3,4,6,"Álvaro Obregón, Ciudad de México"
"$22,500,000",760,4,4,6,"La Magdalena Contreras, Ciudad de México"
"$24,000,000",700,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$30,000,000",760,4,5,8,"Atizapán de Zaragoza, Ciudad de México"
"$21,000,000",300,5,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$24,000,000",500,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$20,900,000",480,3,3,4,"Álvaro Obregón, Ciudad de México"
"$20,000,000",708,4,4,6,"Huixquilucan, Ciudad de México"
"$11,400,000",335,3,4,3,"Cuajimalpa de Morelos, Ciudad de México"
"$21,700,000",310,3,2,3,"Miguel Hidalgo, Ciudad de México"
"$8,500,000",378,3,3,2,"Xochimilco, Ciudad de México"
"$27,000,000",480,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$25,750,000",462,3,4,4,"Coyoacán, Ciudad de México"
"$32,900,000",550,4,3,4,"Miguel Hidalgo, Ciudad de México"
"$25,500,000",452,6,4,7,"Coyoacán, Ciudad de México"
"$29,000,000",1120,3,5,9,"Álvaro Obregón, Ciudad de México"
"$13,500,000",440,4,5,3,"Huixquilucan, Ciudad de México"
"$27,000,000",1000,4,4,6,"Huixquilucan, Ciudad de México"
"$20,000,000",600,4,4,6,"Atizapán de Zaragoza, Ciudad de México"
"$20,500,000",1200,4,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$7,500,000",337,3,4,4,"Cuautitlán Izcalli, Ciudad de México"
"$8,100,000",335,4,5,3,"Naucalpan de Juárez, Ciudad de México"
"$13,800,000",725,4,4,5,"Huixquilucan, Ciudad de México"
"$13,800,000",427,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$8,500,000",340,4,4,3,"Naucalpan de Juárez, Ciudad de México"
"$9,900,000",302,4,4,2,"Naucalpan de Juárez, Ciudad de México"
"$26,500,000",648,4,5,4,"Huixquilucan, Ciudad de México"
"$13,000,000",357,3,2,2,"Huixquilucan, Ciudad de México"
"$22,000,000",1257,3,5,3,"Huixquilucan, Ciudad de México"
"$16,000,000",427,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$22,497,000",650,5,4,3,"Huixquilucan, Ciudad de México"
"$15,000,000",380,3,3,4,"Huixquilucan, Ciudad de México"
"$44,998,990",816,5,5,6,"Huixquilucan, Ciudad de México"
"$8,900,000",300,5,4,5,"Atizapán de Zaragoza, Ciudad de México"
"$36,000,000",730,3,3,4,"Huixquilucan, Ciudad de México"
"$25,000,000",627,4,6,6,"Atizapán de Zaragoza, Ciudad de México"
"$13,900,000",440,3,4,4,"Naucalpan de Juárez, Ciudad de México"
"$15,499,000",450,4,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$15,990,000",1000,3,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$13,800,000",427,3,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$38,500,000",600,4,4,4,"Huixquilucan, Ciudad de México"
"$22,890,000",585,5,6,3,"Tlalpan, Ciudad de México"
"$15,000,000",360,3,3,3,"Cuajimalpa de Morelos, Ciudad de México"
"$19,900,000",532,3,3,4,"La Magdalena Contreras, Ciudad de México"
"$44,500,000",1000,4,5,8,"Atizapán de Zaragoza, Ciudad de México"
"$29,900,000",662,3,4,5,"Huixquilucan, Ciudad de México"
"$8,750,000",312,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$22,000,000",580,3,4,4,"Naucalpan de Juárez, Ciudad de México"
"$15,590,000",604,3,3,6,"Huixquilucan, Ciudad de México"
"$11,900,000",387,4,4,4,"Huixquilucan, Ciudad de México"
"$10,500,000",350,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$33,000,000",740,3,3,6,"Miguel Hidalgo, Ciudad de México"
"$15,700,000",448,4,5,4,"Huixquilucan, Ciudad de México"
"$21,500,000",470,3,3,4,"Huixquilucan, Ciudad de México"
"$29,500,000",610,4,4,3,"Huixquilucan, Ciudad de México"
"$17,500,000",530,4,3,8,"Atizapán de Zaragoza, Ciudad de México"
"$34,000,000",673,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$12,900,000",370,3,3,3,"Huixquilucan, Ciudad de México"
"$20,000,000",485,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$21,000,000",375,3,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$13,500,000",345,3,3,3,"Huixquilucan, Ciudad de México"
"$50,000,000",700,4,5,6,"Atizapán de Zaragoza, Ciudad de México"
"$48,000,000",1069,7,7,6,"Huixquilucan, Ciudad de México"
"$13,650,000",426,4,4,2,"Huixquilucan, Ciudad de México"
"$12,400,000",432,4,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$24,000,000",760,4,5,5,"Huixquilucan, Ciudad de México"
"$12,900,000",460,3,3,3,"Huixquilucan, Ciudad de México"
"$50,000,000",480,4,4,5,"Atizapán de Zaragoza, Ciudad de México"
"$11,260,000",420,4,4,2,"Jilotzingo, Ciudad de México"
"$28,000,000",950,4,5,4,"Atizapán de Zaragoza, Ciudad de México"
"$24,950,000",910,4,4,6,"Atizapán de Zaragoza, Ciudad de México"
"$41,167,000",550,3,5,6,"Huixquilucan, Ciudad de México"
"$14,500,000",404,4,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$13,000,000",540,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$7,800,000",500,9,4,3,"Atizapán de Zaragoza, Ciudad de México"
"$17,300,000",750,4,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$8,000,000",300,4,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$11,990,000",321,3,3,4,"Huixquilucan, Ciudad de México"
"$39,950,000",532,3,3,3,"Huixquilucan, Ciudad de México"
"$8,951,000",360,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$16,000,000",411,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$21,000,000",562,4,4,3,"Tlalpan, Ciudad de México"
"$12,300,000",425,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$16,900,000",700,4,4,8,"Atizapán de Zaragoza, Ciudad de México"
"$22,000,000",561,3,3,6,"Miguel Hidalgo, Ciudad de México"
"$21,300,000",500,3,3,4,"Huixquilucan, Ciudad de México"
"$13,000,000",380,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$18,400,000",613,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$7,450,000",323,3,2,3,"Naucalpan de Juárez, Ciudad de México"
"$20,000,000",577,6,5,7,"Huixquilucan, Ciudad de México"
"$27,500,000",460,4,4,6,"Álvaro Obregón, Ciudad de México"
"$30,000,000",804,4,4,9,"Atizapán de Zaragoza, Ciudad de México"
"$21,500,000",836,4,4,6,"Atizapán de Zaragoza, Ciudad de México"
"$21,480,000",473,4,6,6,"La Magdalena Contreras, Ciudad de México"
"$16,800,000",339,3,5,4,"Benito Juárez, Ciudad de México"
"$38,124,000",799,4,5,5,"Huixquilucan, Ciudad de México"
"$19,800,000",420,4,3,6,"Huixquilucan, Ciudad de México"
"$10,500,000",350,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$39,950,000",531,3,3,1,"Huixquilucan, Ciudad de México"
"$20,000,000",465,4,5,2,"Huixquilucan, Ciudad de México"
"$22,000,000",420,3,3,8,"Atizapán de Zaragoza, Ciudad de México"
"$14,200,000",467,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$10,500,000",465,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$18,720,000",580,3,3,9,"Atizapán de Zaragoza, Ciudad de México"
"$27,000,000",600,3,3,4,"Huixquilucan, Ciudad de México"
"$13,300,000",461,4,3,2,"La Magdalena Contreras, Ciudad de México"
"$8,750,000",424,4,4,9,"Cuautitlán Izcalli, Ciudad de México"
"$8,900,000",300,3,2,4,"La Magdalena Contreras, Ciudad de México"
"$23,000,000",518,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$42,000,000",576,3,3,4,"Álvaro Obregón, Ciudad de México"
"$20,500,000",500,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$21,500,000",473,2,2,6,"Naucalpan de Juárez, Ciudad de México"
"$32,000,000",446,3,3,4,"Naucalpan de Juárez, Ciudad de México"
"$30,000,000",394,6,3,4,"Cuauhtémoc, Ciudad de México"
"$16,950,000",650,4,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$9,900,000",328,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$23,000,000",802,4,4,8,"Atizapán de Zaragoza, Ciudad de México"
"$9,500,000",360,4,4,3,"Naucalpan de Juárez, Ciudad de México"
"$23,900,000",820,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$18,500,000",892,5,5,3,"Huixquilucan, Ciudad de México"
"$28,500,000",652,4,4,5,"Naucalpan de Juárez, Ciudad de México"
"$19,900,000",653,4,5,6,"Atizapán de Zaragoza, Ciudad de México"
"$24,000,000",700,5,5,6,"Atizapán de Zaragoza, Ciudad de México"
"$10,000,000",351,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$16,450,000",398,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$14,950,000",550,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$13,900,000",521,4,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$39,990,000",920,4,4,6,"Huixquilucan, Ciudad de México"
"$49,000,000",570,6,5,4,"Cuauhtémoc, Ciudad de México"
"$10,500,000",300,3,4,3,"Huixquilucan, Ciudad de México"
"$11,200,000",313,3,2,2,"Atizapán de Zaragoza, Ciudad de México"
"$11,500,000",300,3,3,2,"Huixquilucan, Ciudad de México"
"$24,995,000",500,4,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$9,000,000",440,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$10,900,000",445,3,3,2,"Huixquilucan, Ciudad de México"
"$31,990,000",950,3,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$28,000,000",536,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$22,000,000",615,4,4,6,"Huixquilucan, Ciudad de México"
"$34,000,000",494,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$11,800,000",360,3,3,3,"Huixquilucan, Ciudad de México"
"$50,000,000",814,3,3,4,"Miguel Hidalgo, Ciudad de México"
"$25,000,000",508,4,4,3,"Miguel Hidalgo, Ciudad de México"
"$16,000,000",712,3,5,4,"Naucalpan de Juárez, Ciudad de México"
"$11,850,000",360,4,4,3,"Huixquilucan, Ciudad de México"
"$12,650,000",365,3,2,4,"Huixquilucan, Ciudad de México"
"$35,000,000",572,4,5,4,"Tlalpan, Ciudad de México"
"$45,000,000",600,4,4,5,"Álvaro Obregón, Ciudad de México"
"$13,000,000",500,4,4,4,"Naucalpan de Juárez, Ciudad de México"
"$26,000,000",800,4,6,4,"Atizapán de Zaragoza, Ciudad de México"
"$29,900,000",875,4,4,6,"Atizapán de Zaragoza, Ciudad de México"
"$27,000,000",775,4,6,4,"Álvaro Obregón, Ciudad de México"
"$17,900,000",470,4,4,4,"Huixquilucan, Ciudad de México"
"$32,500,000",553,4,3,6,"Coyoacán, Ciudad de México"
"$39,000,000",820,5,8,8,"Huixquilucan, Ciudad de México"
"$30,900,000",800,4,5,6,"Atizapán de Zaragoza, Ciudad de México"
"$10,990,000",315,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$42,500,000",1490,3,4,6,"Huixquilucan, Ciudad de México"
"$37,000,000",800,4,4,6,"Álvaro Obregón, Ciudad de México"
"$45,000,000",600,3,4,4,"Miguel Hidalgo, Ciudad de México"
"$25,500,000",473,3,3,3,"Coyoacán, Ciudad de México"
"$10,300,000",325,4,3,3,"La Magdalena Contreras, Ciudad de México"
"$19,990,000",522,4,4,6,"Huixquilucan, Ciudad de México"
"$44,700,000",1100,4,8,7,"Álvaro Obregón, Ciudad de México"
"$27,900,000",982,3,2,6,"Álvaro Obregón, Ciudad de México"
"$12,300,000",450,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$11,500,000",310,3,3,1,"Huixquilucan, Ciudad de México"
"$27,000,000",530,3,3,6,"Huixquilucan, Ciudad de México"
"$10,600,000",321,3,2,5,"Huixquilucan, Ciudad de México"
"$23,000,000",620,3,3,6,"Huixquilucan, Ciudad de México"
"$37,500,000",703,4,6,8,"Atizapán de Zaragoza, Ciudad de México"
"$48,000,000",618,4,4,6,"Huixquilucan, Ciudad de México"
"$29,900,000",681,3,3,4,"Huixquilucan, Ciudad de México"
"$29,500,000",522,3,3,6,"Álvaro Obregón, Ciudad de México"
"$26,000,000",566,3,2,6,"Atizapán de Zaragoza, Ciudad de México"
"$26,000,000",340,3,3,6,"La Magdalena Contreras, Ciudad de México"
"$12,800,000",350,3,3,2,"Huixquilucan, Ciudad de México"
"$14,200,000",467,3,3,5,"Naucalpan de Juárez, Ciudad de México"
"$23,000,000",620,3,3,6,"Huixquilucan, Ciudad de México"
"$40,000,000",450,4,3,2,"Cuajimalpa de Morelos, Ciudad de México"
"$36,000,000",800,4,5,5,"Cuajimalpa de Morelos, Ciudad de México"
"$23,800,000",700,4,4,6,"Huixquilucan, Ciudad de México"
"$22,500,000",510,3,4,5,"Huixquilucan, Ciudad de México"
"$7,250,000",300,4,3,2,"Naucalpan de Juárez, Ciudad de México"
"$40,000,000",900,4,6,8,"Atizapán de Zaragoza, Ciudad de México"
"$20,990,000",912,4,4,6,"Tlalpan, Ciudad de México"
"$13,700,000",505,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$13,000,000",599,4,9,4,"Atizapán de Zaragoza, Ciudad de México"
"$26,000,000",566,3,2,6,"Atizapán de Zaragoza, Ciudad de México"
"$38,000,000",870,4,4,6,"Álvaro Obregón, Ciudad de México"
"$26,000,000",815,4,6,4,"Naucalpan de Juárez, Ciudad de México"
"$14,900,000",341,3,3,3,"Tlalpan, Ciudad de México"
"$29,900,000",745,3,3,4,"Tlalpan, Ciudad de México"
"$9,699,900",349,4,4,2,"Naucalpan de Juárez, Ciudad de México"
"$6,500,000",525,3,1,8,"Tecámac, Ciudad de México"
"$35,900,000",720,3,3,3,"Álvaro Obregón, Ciudad de México"
"$25,000,000",941,6,4,8,"Tlalpan, Ciudad de México"
"$14,700,000",400,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$35,900,000",720,4,4,3,"Álvaro Obregón, Ciudad de México"
"$37,500,000",1200,3,7,8,"Atizapán de Zaragoza, Ciudad de México"
"$39,990,000",1207,4,4,6,"Miguel Hidalgo, Ciudad de México"
"$22,000,000",760,4,5,4,"Huixquilucan, Ciudad de México"
"$12,800,000",500,4,5,4,"Atizapán de Zaragoza, Ciudad de México"
"$28,000,000",800,3,7,4,"Huixquilucan, Ciudad de México"
"$27,900,000",500,3,3,3,"Huixquilucan, Ciudad de México"
"$9,800,000",360,5,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$12,400,000",432,4,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$22,000,000",500,3,3,4,"Huixquilucan, Ciudad de México"
"$8,500,000",340,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$48,000,000",600,3,4,4,"Tlalpan, Ciudad de México"
"$9,050,000",350,3,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$10,950,000",390,3,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$27,000,000",608,4,4,4,"Álvaro Obregón, Ciudad de México"
"$13,000,000",367,3,3,5,"Huixquilucan, Ciudad de México"
"$11,000,000",389,2,1,4,"Coyoacán, Ciudad de México"
"$8,980,000",360,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$10,500,000",350,3,3,2,"Naucalpan de Juárez, Ciudad de México"
"$17,600,000",600,3,3,5,"Atizapán de Zaragoza, Ciudad de México"
"$13,700,000",400,3,3,2,"Huixquilucan, Ciudad de México"
"$23,500,000",375,4,2,5,"Coyoacán, Ciudad de México"
"$28,000,000",416,3,3,7,"Huixquilucan, Ciudad de México"
"$20,975,000",400,4,3,6,"Miguel Hidalgo, Ciudad de México"
"$9,890,000",330,3,3,2,"La Magdalena Contreras, Ciudad de México"
"$40,000,000",1000,3,3,6,"Atizapán de Zaragoza, Ciudad de México"
"$14,500,000",380,4,3,2,"Huixquilucan, Ciudad de México"
"$14,000,000",364,3,4,2,"Tlalpan, Ciudad de México"
"$16,500,000",300,3,2,4,"Atizapán de Zaragoza, Ciudad de México"
"$8,200,000",300,3,3,8,"Atizapán de Zaragoza, Ciudad de México"
"$11,600,000",355,3,3,2,"Huixquilucan, Ciudad de México"
"$33,900,000",655,4,4,5,"Atizapán de Zaragoza, Ciudad de México"
"$22,500,000",561,4,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$8,500,000",315,4,3,2,"Atizapán de Zaragoza, Ciudad de México"
"$25,300,000",506,3,3,5,"Naucalpan de Juárez, Ciudad de México"
"$22,900,000",600,3,3,3,"Atizapán de Zaragoza, Ciudad de México"
"$33,997,000",943,4,4,7,"Álvaro Obregón, Ciudad de México"
"$34,460,000",980,3,3,5,"Álvaro Obregón, Ciudad de México"
"$15,900,000",430,3,3,4,"Huixquilucan, Ciudad de México"
"$39,950,000",531,3,4,1,"Huixquilucan, Ciudad de México"
"$35,500,000",505,6,6,4,"Miguel Hidalgo, Ciudad de México"
"$21,000,000",486,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$32,700,000",1020,4,5,4,"Atizapán de Zaragoza, Ciudad de México"
"$12,900,000",450,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$25,490,000",550,4,4,4,"Coyoacán, Ciudad de México"
"$24,000,000",480,3,3,6,"Huixquilucan, Ciudad de México"
"$12,100,000",350,3,2,2,"Huixquilucan, Ciudad de México"
"$21,000,000",600,4,3,2,"Huixquilucan, Ciudad de México"
"$36,500,000",648,4,5,6,"Álvaro Obregón, Ciudad de México"
"$15,000,000",453,4,3,6,"Huixquilucan, Ciudad de México"
"$21,500,000",600,6,5,6,"Álvaro Obregón, Ciudad de México"
"$44,000,000",639,3,3,6,"Naucalpan de Juárez, Ciudad de México"
"$36,500,000",525,4,3,3,"Miguel Hidalgo, Ciudad de México"
"$21,500,000",390,3,3,3,"Miguel Hidalgo, Ciudad de México"
"$20,000,000",1200,4,4,4,"Atizapán de Zaragoza, Ciudad de México"
"$21,900,000",450,3,3,4,"Cuajimalpa de Morelos, Ciudad de México"
"$21,950,000",660,4,5,5,"Álvaro Obregón, Ciudad de México"
"$15,950,000",399,3,3,4,"Huixquilucan, Ciudad de México"
"$27,900,000",544,3,3,6,"Naucalpan de Juárez, Ciudad de México"
"$27,800,000",620,3,4,2,"Coyoacán, Ciudad de México"
"$29,990,000",942,3,3,5,"Huixquilucan, Ciudad de México"
"$24,500,000",550,3,3,3,"Naucalpan de Juárez, Ciudad de México"
"$27,990,000",565,4,3,4,"Huixquilucan, Ciudad de México"
"$39,800,000",653,3,3,6,"Álvaro Obregón, Ciudad de México"
"$10,900,000",380,4,4,4,"Coyoacán, Ciudad de México"
"$37,000,000",605,3,3,4,"Tlalpan, Ciudad de México"
"$25,990,000",510,3,3,5,"Tlalpan, Ciudad de México"
"$12,500,000",335,4,4,4,"Álvaro Obregón, Ciudad de México"
"$8,495,000",370,3,2,4,"Naucalpan de Juárez, Ciudad de México"
"$28,000,000",1100,5,3,8,"Atizapán de Zaragoza, Ciudad de México"
"$14,500,000",409,3,3,4,"Atizapán de Zaragoza, Ciudad de México"
"$6,800,000",307,3,2,2,"Naucalpan de Juárez, Ciudad de México"
"$21,500,000",600,6,4,8,"Álvaro Obregón, Ciudad de México"
"$7,500,000",350,4,4,2,"Naucalpan de Juárez, Ciudad de México"
"$25,000,000",751,7,4,6,"Naucalpan de Juárez, Ciudad de México"
"$14,000,000",380,3,4,3,"La Magdalena Contreras, Ciudad de México"
